1,001,0.000016
1,002,0.000012
1,003,0.000013
1,004,0.000018
1,005,0.000015
1,006,0.000013
1,007,0.000014
1,008,0.000015
1,009,0.000013
1,010,0.000007
1,011,0.000014
1,012,0.000016
1,013,0.000017
1,014,0.000019
1,015,0.000017
1,016,0.000015
1,017,0.000012
1,018,0.000018
1,019,0.000021
1,020,0.000014
1,021,0.000019
1,022,0.000016
1,023,0.000016
1,024,0.000021
1,025,0.000021
1,026,0.000019
1,027,0.000021
1,028,0.000021
1,029,0.000019
1,030,0.000023
1,031,0.000022
1,032,0.000021
1,033,0.000027
1,034,0.000017
1,035,0.000022
1,036,0.000025
1,037,0.000021
1,038,0.000018
1,039,0.000024
1,040,0.000020
1,041,0.000026
1,042,0.000028
1,043,0.000034
1,044,0.000023
1,045,0.000023
1,046,0.000031
1,047,0.000038
1,048,0.000033
1,049,0.000028
1,050,0.000036
1,051,0.000027
1,052,0.000031
1,053,0.000038
1,054,0.000041
1,055,0.000039
1,056,0.000034
1,057,0.000040
1,058,0.000039
1,059,0.000035
1,060,0.000040
1,061,0.000053
1,062,0.000048
1,063,0.000059
1,064,0.000074
1,065,0.000057
1,066,0.000105
1,067,0.000131
1,068,0.000526
1,069,0.055801
1,070,0.000035
1,071,0.000033
1,072,0.000082
1,073,0.000069
1,074,0.000045
1,075,0.000049
1,076,0.000033
1,077,0.000019
1,078,0.000020
1,079,0.000013
1,080,0.000017
1,081,0.000014
1,082,0.000018
1,083,0.000015
1,084,0.000014
1,085,0.000009
1,086,0.000018
1,087,0.000008
0,1,0.229007
0,2,0.632609
0,3,0.461529
0,4,0.491593
0,5,0.269987
0,6,0.009513
0,7,0.292423
0,1,0.023820
0,10,0.011129
0,11,0.006948
0,12,0.027718
0,13,0.020984
0,14,0.017035
0,15,0.015500
0,16,0.016617
0,17,0.014757
0,18,0.018842
0,2,0.006950
0,3,0.015352
0,4,0.024498
0,5,0.019874
0,6,0.010490
0,7,0.023315
0,8,0.017095
0,9,0.010691
0,1,0.019533
0,10,0.028666
0,11,0.012237
0,12,0.016838
0,13,0.019806
0,14,0.024420
0,15,0.004209
0,16,0.013226
0,17,0.007216
0,18,0.002379
0,2,0.018876
0,3,0.031135
0,4,0.008371
0,5,0.006383
0,6,0.013018
0,7,0.016336
0,8,0.027205
0,9,0.038360
0,1,0.034196
0,10,0.007833
0,11,0.090004
0,12,0.080566
0,13,0.014249
0,14,0.031249
0,15,0.034310
0,16,0.024598
0,17,0.017059
0,18,0.023190
0,2,0.010254
0,3,0.011868
0,4,0.017814
0,5,0.007504
0,6,0.024651
0,7,0.009491
0,8,0.047822
0,9,0.076012
