1,1,0.000015,348400,0,44
1,2,0.000015,348384,0,94
1,3,0.000015,348394,0,146
1,4,0.000015,348071,0,616
1,5,0.000015,347772,0,652
1,6,0.000015,348382,0,228
1,7,0.000016,348408,0,56
1,8,0.000016,348397,9,64
1,9,0.000017,348382,0,72
1,1,0.000034,207463,0,1007
1,10,0.000016,348409,0,48
1,11,0.000016,346955,0,2456
1,12,0.000016,348281,0,197
1,13,0.000016,348374,0,157
1,14,0.000017,348385,0,95
1,15,0.000017,348383,0,190
1,16,0.000017,348393,9,77
1,17,0.000017,348414,0,32
1,18,0.000017,348419,0,46
1,19,0.000017,348408,0,42
1,2,0.000035,208428,0,180
1,20,0.000019,348382,0,124
1,21,0.000020,348379,0,205
1,22,0.000019,348409,0,34
1,23,0.000019,348370,9,152
1,24,0.000019,348392,0,152
1,25,0.000019,348408,0,6
1,26,0.000019,348412,0,20
1,27,0.000020,348402,0,38
1,28,0.000020,348370,0,122
1,29,0.000020,348404,0,94
1,3,0.000035,208380,0,128
1,30,0.000021,348385,2,119
1,31,0.000021,348387,0,50
1,32,0.000022,348367,0,182
1,33,0.000022,347911,0,770
1,34,0.000022,348340,0,180
1,35,0.000023,348391,0,78
1,36,0.000023,348398,0,44
1,37,0.000024,348341,0,304
1,38,0.000024,348371,0,100
1,39,0.000025,348341,0,183
1,4,0.000035,208104,2,151
1,40,0.000025,348257,0,592
1,41,0.000025,347293,0,781
1,42,0.000026,348255,0,271
1,43,0.000027,347644,0,1076
1,44,0.000027,348400,0,251
1,45,0.000028,348362,0,133
1,46,0.000029,348355,0,218
1,47,0.000029,348350,0,216
1,48,0.000031,348363,0,136
1,49,0.000033,348353,0,176
1,5,0.000035,208332,7,76
1,50,0.000031,348370,0,86
1,51,0.000032,348314,0,334
1,52,0.000033,348248,0,598
1,53,0.000034,348338,0,204
1,54,0.000035,348355,0,136
1,55,0.000036,348322,0,204
1,56,0.000037,348322,0,288
1,57,0.000039,348343,0,138
1,58,0.000041,348301,0,376
1,59,0.000043,348089,2,694
1,6,0.000034,208314,0,171
1,60,0.000045,348373,6,72
1,61,0.000049,348289,0,276
1,62,0.000053,347696,9,1118
1,63,0.000060,348358,0,102
1,64,0.000071,347611,9,1405
1,65,0.000087,348200,0,505
1,66,0.000123,348059,9,714
1,67,0.000252,347081,2,3136
1,68,0.020346,206582,814,261313
1,69,0.065771,1613,74,12848
1,7,0.000034,208100,0,122
1,70,0.000034,208112,0,183
1,71,0.000037,208133,0,150
1,72,0.000082,471313,0,258
1,73,0.000100,472789,2,647
1,74,0.000050,473804,0,635
1,75,0.000039,475287,0,222
1,76,0.001263,188463,118,1017686
1,77,0.000020,348457,0,138
1,78,0.000018,348397,0,172
1,79,0.000018,348408,0,152
1,8,0.000034,208078,0,98
1,80,0.000015,348439,0,100
1,81,0.000014,348456,9,66
1,82,0.000014,348363,0,122
1,83,0.000012,348453,0,12
1,84,0.000012,348424,0,70
1,85,0.000012,348392,0,88
1,86,0.000012,348479,0,48
1,87,0.000013,348445,0,20
1,9,0.000034,208552,0,164
1,10,0.000034,208064,0,168
1,100,0.000065,473815,0,104
1,101,0.000070,473477,0,218
1,102,0.000040,474800,0,298
1,103,0.000041,472913,0,2275
1,104,0.000086,472726,0,1568
1,105,0.000067,473300,0,729
1,107,0.000057,472583,0,1787
1,108,0.000037,473986,0,357
1,109,0.000036,474648,0,241
1,11,0.000034,208182,9,128
1,110,0.000055,473683,0,631
1,111,0.000065,473940,8,440
